City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
395,Turaif,31.6725,38.6637,71.85,40,40,3.44,SA,2023-05-30 19:38:08
396,Walvis Bay,-22.9575,14.5053,58.15,62,0,10.36,NA,2023-05-30 19:38:09
397,Sona,45.4388,10.8255,74.64,49,40,4.61,IT,2023-05-30 19:38:09
398,Saynshand,44.8824,110.1163,53.98,77,95,4.76,MN,2023-05-30 19:38:09
399,Monaghan,54.25,-6.9667,58.8,89,7,4.54,IE,2023-05-30 19:38:09
400,Cestos City,5.46,-9.5828,80.31,86,87,6.82,LR,2023-05-30 19:38:10
401,Magadan,59.5667,150.8,51.53,64,100,14.41,RU,2023-05-30 19:38:10
402,Changling,44.2653,124.0005,64.0,61,100,1.01,CN,2023-05-30 19:38:10
403,Taoudenni,22.6783,-3.9836,91.71,11,59,9.69,ML,2023-05-30 19:38:11
404,Luena,-11.7833,19.9167,71.78,56,3,5.75,AO,2023-05-30 19:38:11
405,Aripuana,-9.1667,-60.6333,86.14,58,100,0.78,BR,2023-05-30 19:38:11
406,Gornozavodsk,58.3758,58.3211,58.84,65,99,3.74,RU,2023-05-30 19:38:11
407,Brisas De Zicatela,15.8369,-97.0419,90.12,62,20,12.66,MX,2023-05-30 19:38:12
408,Urangan,-25.3,152.9,59.18,79,1,6.33,AU,2023-05-30 19:38:12
409,Lazaro Cardenas,17.9583,-102.2,88.29,57,0,12.53,MX,2023-05-30 19:36:40
410,Alaghsas,17.0187,8.0168,95.38,9,4,12.35,NE,2023-05-30 19:38:12
411,Lagoa,39.05,-27.9833,63.5,81,0,14.88,PT,2023-05-30 19:38:13
412,Marsh Harbour,26.5412,-77.0636,79.65,76,100,8.75,BS,2023-05-30 19:38:13
413,Schwerin,53.6294,11.4132,57.7,85,35,3.0,DE,2023-05-30 19:38:13
414,Cotoca,-17.8167,-63.05,69.66,77,75,9.22,BO,2023-05-30 19:38:14
415,Gizo,-8.103,156.8419,81.41,80,91,17.67,SB,2023-05-30 19:38:14
416,Nadym,65.5333,72.5167,54.16,91,100,14.34,RU,2023-05-30 19:38:14
417,Glendive,47.1053,-104.7125,80.22,47,0,10.36,US,2023-05-30 19:38:14
418,Villarrica,-25.75,-56.4333,68.05,93,60,3.85,PY,2023-05-30 19:38:14
419,Gargalianoi,37.0667,21.6333,66.36,81,8,3.06,GR,2023-05-30 19:38:15
420,Tulun,54.5611,100.5792,47.77,95,100,12.44,RU,2023-05-30 19:38:15
421,Palu,-0.8917,119.8707,75.7,94,62,2.51,ID,2023-05-30 19:38:20
422,Pogranichnyy,44.4064,131.3769,48.45,66,1,4.7,RU,2023-05-30 19:38:21
423,Kone,-21.0595,164.8658,66.94,80,100,4.74,NC,2023-05-30 19:38:21
424,Raduzhny,62.0961,77.475,61.99,59,100,8.59,RU,2023-05-30 19:38:21
425,Luau,-10.7073,22.2247,67.5,51,98,2.04,AO,2023-05-30 19:38:21
426,Mormugao,15.4,73.8,82.33,85,44,5.77,IN,2023-05-30 19:38:21
427,Bandar,2.05,99.75,73.49,96,100,2.82,ID,2023-05-30 19:38:22
428,Dawei,14.0833,98.2,77.76,89,99,1.3,MM,2023-05-30 19:38:22
429,Nampula,-15.1165,39.2666,69.75,73,0,8.05,MZ,2023-05-30 19:39:23
430,Hobyo,5.3505,48.5268,82.96,79,67,23.8,SO,2023-05-30 19:39:23
431,Bondo,3.8146,23.6866,70.05,88,8,2.91,CD,2023-05-30 19:39:23
432,Tandil,-37.3217,-59.1332,55.69,62,29,10.78,AR,2023-05-30 19:39:23
433,Unai,-16.3575,-46.9061,83.66,35,86,2.42,BR,2023-05-30 19:39:23
434,Sacramento,38.4666,-121.3177,76.28,50,0,10.36,US,2023-05-30 19:34:34
435,Corinto,37.9407,22.9573,68.9,75,3,3.36,GR,2023-05-30 19:39:24
436,Port Shepstone,-30.7414,30.455,70.11,82,100,4.45,ZA,2023-05-30 19:39:24
437,West Gulfport,30.4041,-89.0942,86.68,58,20,9.22,US,2023-05-30 19:36:54
438,Kyren,51.6828,102.1408,45.52,94,100,0.69,RU,2023-05-30 19:39:24
439,Remire-Montjoly,4.9167,-52.2667,86.04,66,20,9.22,GF,2023-05-30 19:39:24
440,El Granada,37.5027,-122.4694,75.07,67,100,17.27,US,2023-05-30 19:39:24
441,Laguna,38.421,-121.4238,76.42,51,0,10.36,US,2023-05-30 19:39:25
442,Vadso,70.0744,29.7487,43.68,75,75,3.44,NO,2023-05-30 19:39:25
443,Lamu,-2.2717,40.902,73.62,82,15,12.8,KE,2023-05-30 19:39:25
444,Nsanje,-16.92,35.262,69.69,71,4,2.73,MW,2023-05-30 19:39:25
445,Coahuayana De Hidalgo,18.7,-103.6583,93.94,46,0,10.04,MX,2023-05-30 19:39:25
446,Anloga,5.7947,0.8973,82.47,78,35,10.4,GH,2023-05-30 19:39:26
447,Veinticinco De Mayo,-35.4323,-60.1727,61.99,65,98,4.0,AR,2023-05-30 19:39:26
448,Namibe,-15.1961,12.1522,66.88,67,95,5.7,AO,2023-05-30 19:39:27
449,Sovetskaya Gavan',48.9723,140.2878,44.62,70,48,2.75,RU,2023-05-30 19:39:27
450,Santa Cruz,-17.8,-63.1667,69.26,77,75,10.36,BO,2023-05-30 19:37:53
451,Malvan,16.0667,73.4667,82.94,87,35,5.82,IN,2023-05-30 19:39:27
452,Spring Creek,40.7266,-115.5859,73.09,22,50,12.12,US,2023-05-30 19:39:27
453,Dalai,45.5,124.3,59.23,34,100,7.96,CN,2023-05-30 19:39:28
454,Brokopondo,4.75,-55.1667,84.0,74,62,4.7,SR,2023-05-30 19:39:28
455,Kamaishi,39.2667,141.8833,52.65,82,96,3.56,JP,2023-05-30 19:39:29
456,Whitley Bay,55.0397,-1.4471,55.81,76,20,6.91,GB,2023-05-30 19:39:29
457,Oliveira,-20.6964,-44.8272,64.96,74,100,9.35,BR,2023-05-30 19:39:30
458,Mawlaik,23.6333,94.4167,82.63,53,8,1.79,MM,2023-05-30 19:39:30
459,Clarkston Heights-Vineland,46.3874,-117.083,80.65,33,0,5.75,US,2023-05-30 19:39:30
460,Nguigmi,14.2495,13.1092,84.4,56,19,8.46,NE,2023-05-30 19:39:30
461,Sabang,5.8933,95.3214,83.26,75,100,22.17,ID,2023-05-30 19:39:30
462,Saipan,15.1355,145.701,76.64,100,75,16.11,MP,2023-05-30 19:39:30
463,Jabor,5.921,169.6434,82.22,76,98,8.9,MH,2023-05-30 19:39:31
464,Kitee,62.1,30.15,44.06,69,15,4.41,FI,2023-05-30 19:39:31
465,Cannonvale,-20.2833,148.7,65.59,85,95,14.74,AU,2023-05-30 19:39:31
466,Riverside,33.7333,-116.0508,86.07,21,0,5.75,US,2023-05-30 19:39:32
467,Leh,34.1667,77.5833,44.6,79,100,2.82,IN,2023-05-30 19:39:32
468,Zigong,29.3416,104.7769,78.42,85,1,0.76,CN,2023-05-30 19:39:32
469,Calbe,51.9,11.7667,62.29,75,62,7.54,DE,2023-05-30 19:39:33
470,Andreapol',56.6513,32.2664,42.96,87,79,5.12,RU,2023-05-30 19:39:33
471,Touros,-5.1989,-35.4608,79.77,76,23,15.26,BR,2023-05-30 19:39:33
472,Autazes,-3.5797,-59.1306,86.29,66,97,1.23,BR,2023-05-30 19:39:34
473,Laascaanood,8.4774,47.3597,86.88,39,98,15.21,SO,2023-05-30 19:39:34
474,Tuy Hoa,13.0833,109.3,78.1,86,56,5.3,VN,2023-05-30 19:39:34
475,Ipueiras,-7.0333,-40.45,84.81,38,79,11.45,BR,2023-05-30 19:39:34
476,Tolanaro,-25.0319,46.9987,71.67,83,40,8.05,MG,2023-05-30 19:39:34
477,Ushtobe,45.2514,77.9838,62.92,49,8,8.03,KZ,2023-05-30 19:40:35
478,Neyshabur,36.2133,58.7958,74.14,15,10,5.82,IR,2023-05-30 19:40:35
479,Qandala,11.472,49.8728,89.02,63,0,1.36,SO,2023-05-30 19:40:35
480,Laojunmiao,39.8333,97.7333,47.91,26,86,2.57,CN,2023-05-30 19:40:35
481,Puerto Baquerizo Moreno,-0.9,-89.6,83.39,79,75,11.5,EC,2023-05-30 19:40:36
482,Waingapu,-9.6567,120.2641,74.57,87,100,9.66,ID,2023-05-30 19:40:36
483,Preobrazheniye,42.9019,133.9064,50.88,70,1,6.67,RU,2023-05-30 19:40:36
484,Ghat,24.9647,10.1728,90.39,10,0,6.93,LY,2023-05-30 19:40:36
485,Fayzabad,37.1166,70.58,67.96,38,100,0.96,AF,2023-05-30 19:40:36
486,Nizhneangarsk,55.7833,109.55,40.6,66,95,9.57,RU,2023-05-30 19:40:37
487,Bandarbeyla,9.4942,50.8122,83.19,82,47,20.83,SO,2023-05-30 19:40:37
488,Darwin,-12.4611,130.8418,69.78,52,48,9.22,AU,2023-05-30 19:40:37
489,Arraial Do Cabo,-22.9661,-42.0278,71.46,78,75,3.44,BR,2023-05-30 19:40:37
490,Leava,-14.3,-178.1667,83.41,75,87,17.02,WF,2023-05-30 19:40:38
491,Mirny,62.5353,113.9611,48.24,70,68,8.99,RU,2023-05-30 19:40:38
492,Wickenburg,33.9686,-112.7296,90.45,11,0,14.16,US,2023-05-30 19:40:38
493,Lensk,60.7253,114.9278,46.6,60,92,0.67,RU,2023-05-30 19:40:38
494,Rundu,-17.9333,19.7667,66.29,38,50,6.04,NA,2023-05-30 19:40:38
495,Parauapebas,-6.0675,-49.9022,89.58,61,40,5.75,BR,2023-05-30 19:40:39
496,Llallagua,-18.4167,-66.6333,52.95,11,58,3.83,BO,2023-05-30 19:40:39
497,Sinah,36.809,43.0389,74.91,42,56,3.98,IQ,2023-05-30 19:40:39
498,Howrah,22.5892,88.3103,86.0,84,20,6.91,IN,2023-05-30 19:40:39
499,Linkou,45.3,130.2833,46.94,64,1,4.09,CN,2023-05-30 19:40:39
500,Talara,-4.5772,-81.2719,84.96,65,0,11.5,PE,2023-05-30 19:40:40
501,Bijni,26.4959,90.703,81.07,58,100,2.48,IN,2023-05-30 19:40:40
502,Tromso,69.6496,18.957,41.02,87,75,12.66,NO,2023-05-30 19:40:40
503,Hammerfest,70.6634,23.6821,41.45,81,75,3.44,NO,2023-05-30 19:40:40
504,Quesnel,52.9999,-122.5029,59.5,41,100,2.3,CA,2023-05-30 19:40:40
505,Tralee,52.2704,-9.7026,61.86,77,3,5.01,IE,2023-05-30 19:40:41
506,Tual,-5.6667,132.75,81.39,79,61,20.54,ID,2023-05-30 19:40:41
507,Wagar,16.1525,36.2032,88.43,43,89,15.32,SD,2023-05-30 19:40:41
508,Woodstock,43.1334,-80.7497,85.06,42,5,8.01,CA,2023-05-30 19:37:40
509,Arkhangel'Sk,64.5401,40.5433,45.05,80,43,4.83,RU,2023-05-30 19:39:41
510,Shenjiamen,29.9576,122.298,69.1,99,83,7.92,CN,2023-05-30 19:40:42
511,Herisau,47.3862,9.2792,65.89,89,3,3.44,CH,2023-05-30 19:40:42
512,Starovelichkovskaya,45.4288,38.7326,63.14,94,95,5.35,RU,2023-05-30 19:40:42
513,Kwaksan,39.6875,125.0828,61.05,63,100,5.93,KP,2023-05-30 19:40:42
514,Casper,42.8666,-106.3131,79.39,28,40,12.66,US,2023-05-30 19:39:31
515,Belmonte,-15.8631,-38.8828,76.12,79,19,11.7,BR,2023-05-30 19:40:42
516,Alofi,-19.0595,-169.9187,75.09,83,40,10.36,NU,2023-05-30 19:40:43
517,Zinacatepec,18.3333,-97.25,89.78,30,18,6.2,MX,2023-05-30 19:40:43
518,Dokkum,53.3222,5.997,55.0,82,100,8.05,NL,2023-05-30 19:40:43
519,Soria,41.6667,-2.6667,53.85,78,95,4.12,ES,2023-05-30 19:40:43
520,Kill Devil Hills,36.0307,-75.676,69.98,87,100,10.36,US,2023-05-30 19:40:44
521,Fort St. John,56.2499,-120.8529,57.09,41,75,4.61,CA,2023-05-30 19:40:44
522,Rovnoye,50.7765,46.0509,65.86,71,100,7.47,RU,2023-05-30 19:40:44
523,Bubaque,11.2833,-15.8333,82.22,86,51,13.33,GW,2023-05-30 19:40:44
524,Mil'Kovo,55.6078,37.7956,64.06,60,93,5.01,RU,2023-05-30 19:41:45
525,Boiling Springs,35.0465,-81.9818,80.17,60,40,3.44,US,2023-05-30 19:40:39
526,Sinjai,-5.1241,120.253,76.05,91,99,2.86,ID,2023-05-30 19:41:45
527,Chu,43.5983,73.7614,62.69,30,0,6.85,KZ,2023-05-30 19:41:45
528,Pandan,14.0453,124.1694,83.52,78,100,16.35,PH,2023-05-30 19:41:46
529,Sambava,-14.2667,50.1667,73.36,88,9,11.74,MG,2023-05-30 19:41:46
530,Awjilah,29.1081,21.2869,89.98,15,63,19.64,LY,2023-05-30 19:41:46
531,Dalandzadgad,43.5708,104.425,51.28,29,0,31.56,MN,2023-05-30 19:41:47
532,Klaksvik,62.2266,-6.589,50.92,84,100,23.4,FO,2023-05-30 19:41:47
533,Ambon,-3.6954,128.1814,82.63,92,40,6.91,ID,2023-05-30 19:40:06
534,Boundiali,9.5217,-6.4869,82.42,66,93,6.85,CI,2023-05-30 19:41:47
535,Sinabang,2.4803,96.3801,79.36,84,95,2.53,ID,2023-05-30 19:41:47
536,Vallenar,-28.5708,-70.7581,80.69,21,100,4.7,CL,2023-05-30 19:41:48
537,Enriquillo,17.9,-71.2333,85.68,71,100,8.63,DO,2023-05-30 19:41:48
538,Yelizavetinskaya,45.0445,38.7958,64.53,100,32,4.65,RU,2023-05-30 19:41:53
539,Ellsworth,44.5434,-68.4195,74.12,53,0,16.11,US,2023-05-30 19:41:53
540,Upata,8.0086,-62.3989,84.2,54,100,7.45,VE,2023-05-30 19:41:53
541,Rybnoye,54.7256,39.5119,55.13,73,93,4.76,RU,2023-05-30 19:41:54
542,Wuyang,31.9925,116.2472,69.94,88,100,2.55,CN,2023-05-30 19:41:54
543,Selfoss,63.9331,-20.9971,45.05,72,62,12.68,IS,2023-05-30 19:41:54
544,Dapa,9.7594,126.0531,83.26,73,100,2.66,PH,2023-05-30 19:41:54
545,Molchanovo,57.5817,83.7692,52.25,53,6,2.28,RU,2023-05-30 19:41:55
546,Pitimbu,-7.4706,-34.8086,84.79,75,27,12.75,BR,2023-05-30 19:41:55
547,Chateaubriant,47.7167,-1.3833,67.71,70,51,12.75,FR,2023-05-30 19:41:55
548,Timmins,48.4669,-81.3331,87.62,16,40,10.36,CA,2023-05-30 19:37:11
549,Nova Vicosa,-17.8919,-39.3719,75.38,74,3,14.16,BR,2023-05-30 19:41:55
550,Machico,32.7,-16.7667,73.0,81,40,10.36,PT,2023-05-30 19:41:56
551,Huarmey,-10.0681,-78.1522,75.97,69,6,10.49,PE,2023-05-30 19:41:56
552,Suleja,9.1758,7.1808,83.39,64,57,3.56,NG,2023-05-30 19:41:56
553,Guiyang,26.5833,106.7167,73.89,83,0,2.24,CN,2023-05-30 19:41:56
554,El Calafate,-50.3408,-72.2768,43.18,96,51,2.1,AR,2023-05-30 19:41:56
555,Rongelap,11.1635,166.8941,78.82,86,100,13.76,MH,2023-05-30 19:41:57
556,Mogocha,53.7333,119.7667,34.9,96,6,4.79,RU,2023-05-30 19:41:57
557,Sadao,6.6388,100.4234,78.62,95,100,2.13,TH,2023-05-30 19:41:57
558,San Luis,-33.295,-66.3356,65.59,38,100,3.58,AR,2023-05-30 19:41:57
559,Kuanda,56.3161,116.0806,39.4,72,9,1.9,RU,2023-05-30 19:41:57
560,Witu,-2.3889,40.4382,73.56,88,48,9.37,KE,2023-05-30 19:41:58
561,Tanaina,61.6269,-149.4281,50.49,74,100,3.44,US,2023-05-30 19:41:58
562,Bibiani,6.4635,-2.3194,73.76,97,80,3.38,GH,2023-05-30 19:41:58
563,Port Douglas,-16.4833,145.4667,68.68,77,83,7.54,AU,2023-05-30 19:41:58
564,Indore,22.7179,75.8333,84.58,40,3,9.93,IN,2023-05-30 19:39:00
565,Gapyeong,37.831,127.5106,57.51,95,100,2.93,KR,2023-05-30 19:41:59
566,Loukhi,66.0764,33.0381,45.55,58,49,6.85,RU,2023-05-30 19:41:59
567,Teguise,29.0605,-13.564,68.22,60,20,11.5,ES,2023-05-30 19:41:59
568,Priozersk,61.0393,30.1291,50.09,88,13,5.73,RU,2023-05-30 19:41:59
569,Lacombe,52.4668,-113.7353,75.33,54,21,7.85,CA,2023-05-30 19:41:59
570,Cikampek,-6.4197,107.4558,76.05,86,78,2.91,ID,2023-05-30 19:41:59
571,Santana,-0.0583,-51.1817,89.78,70,40,11.5,BR,2023-05-30 19:43:00
572,Bargaal,11.2864,51.0773,85.24,74,2,4.99,SO,2023-05-30 19:43:00
573,Sandpoint,48.2766,-116.5533,75.65,41,0,9.22,US,2023-05-30 19:38:03
574,Itoman,26.1247,127.6694,81.37,91,100,20.71,JP,2023-05-30 19:43:00
575,Songyang,34.4553,113.0281,64.98,95,30,0.11,CN,2023-05-30 19:43:00
576,Labrador City,52.9463,-66.9114,76.91,22,75,11.5,CA,2023-05-30 19:43:01
577,Divnogorsk,55.9594,92.3619,46.89,98,100,0.29,RU,2023-05-30 19:43:01
578,Aldan,58.6031,125.3894,42.24,89,100,1.21,RU,2023-05-30 19:43:01
579,New Plymouth,-39.0667,174.0833,51.8,92,92,7.27,NZ,2023-05-30 19:40:34
580,Tamanrasset,22.785,5.5228,80.51,19,89,18.41,DZ,2023-05-30 19:43:01
581,Meadow Lakes,61.6247,-149.6011,50.9,74,100,3.44,US,2023-05-30 19:43:02
582,Copalillo,18.0333,-99.1167,93.9,31,0,2.44,MX,2023-05-30 19:43:02
583,Trevelin,-43.0858,-71.4639,45.88,96,97,4.65,AR,2023-05-30 19:43:02
584,Wajir,1.7471,40.0573,83.01,55,98,18.59,KE,2023-05-30 19:43:02
585,Souillac,-20.5167,57.5167,75.58,73,40,6.91,MU,2023-05-30 19:43:03
586,Longboat Key,27.4125,-82.659,91.29,41,75,11.5,US,2023-05-30 19:43:03
587,Ipora,-16.4419,-51.1178,84.65,38,100,3.2,BR,2023-05-30 19:43:03
588,Harstad,68.799,16.5293,45.79,100,100,21.99,NO,2023-05-30 19:43:04
589,Kashgar,39.4547,75.9797,70.81,26,20,4.47,CN,2023-05-30 19:43:04
590,Bikin,46.8161,134.26,43.14,84,21,3.87,RU,2023-05-30 19:43:05
591,Sao Joao Da Barra,-21.6403,-41.0511,75.29,76,78,8.95,BR,2023-05-30 19:43:05
592,Zaragoza,41.6561,-0.8773,77.45,45,75,14.97,ES,2023-05-30 19:42:46
593,Rechytsa,52.3617,30.3916,64.51,71,72,10.25,BY,2023-05-30 19:43:05
594,Puerto Deseado,-47.7503,-65.8938,59.61,49,100,27.13,AR,2023-05-30 19:43:06
